idna_subject,checker_type,destination,source,tested_at,session_id
99911p.com,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:33.159624,9eccd806894ae0aea5a13634
99919.org,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:33.566509,9eccd806894ae0aea5a13634
999202a.com,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:34.931273,9eccd806894ae0aea5a13634
9991997.com,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:35.185438,9eccd806894ae0aea5a13634
99922.mom,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:35.208116,9eccd806894ae0aea5a13634
999233b.com,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:36.298847,9eccd806894ae0aea5a13634
99906.org,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:36.309321,9eccd806894ae0aea5a13634
9991133.com,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:36.698411,9eccd806894ae0aea5a13634
99922p.com,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:37.069677,9eccd806894ae0aea5a13634
999233d.com,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:37.323852,9eccd806894ae0aea5a13634
999233c.com,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:37.360584,9eccd806894ae0aea5a13634
999233e.com,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:37.715901,9eccd806894ae0aea5a13634
999233f.com,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:38.091838,9eccd806894ae0aea5a13634
999233h.com,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:38.369208,9eccd806894ae0aea5a13634
999233g.com,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:38.406645,9eccd806894ae0aea5a13634
999233i.com,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:38.774004,9eccd806894ae0aea5a13634
999233j.com,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:39.120187,9eccd806894ae0aea5a13634
999233l.com,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:39.411275,9eccd806894ae0aea5a13634
999233k.com,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:39.438715,9eccd806894ae0aea5a13634
999233m.com,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:39.763682,9eccd806894ae0aea5a13634
999233n.com,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:40.124721,9eccd806894ae0aea5a13634
999233o.com,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:40.402950,9eccd806894ae0aea5a13634
999233p.com,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:40.472745,9eccd806894ae0aea5a13634
999233q.com,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:40.829194,9eccd806894ae0aea5a13634
999233r.com,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:41.240196,9eccd806894ae0aea5a13634
999233t.com,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:41.473562,9eccd806894ae0aea5a13634
999233s.com,AVAILABILITY,origin.list,origin.list,2023-10-07 05:10:41.498199,9eccd806894ae0aea5a13634
